id,day,is_main,procedure_title,class,vals,vote_cons_id,label
142058,2022-05-04T14:33:55Z,1,2020 discharge: European Union Agency for Railways (ERA),no_vote,-61,754,142058_2022-05-04 14:33:55
142062,2022-05-04T14:36:53Z,1,2020 discharge: Euratom Supply Agency (ESA),yes,529,755,142062_2022-05-04 14:36:53
142062,2022-05-04T14:36:53Z,1,2020 discharge: Euratom Supply Agency (ESA),no,27,755,142062_2022-05-04 14:36:53
142062,2022-05-04T14:36:53Z,1,2020 discharge: Euratom Supply Agency (ESA),abstention,10,755,142062_2022-05-04 14:36:53
142062,2022-05-04T14:36:53Z,1,2020 discharge: Euratom Supply Agency (ESA),no_vote,-139,755,142062_2022-05-04 14:36:53
142066,2022-05-04T14:32:21Z,1,2020 discharge: European Aviation Safety Agency (EASA),yes,560,756,142066_2022-05-04 14:32:21
142066,2022-05-04T14:32:21Z,1,2020 discharge: European Aviation Safety Agency (EASA),no,19,756,142066_2022-05-04 14:32:21
142066,2022-05-04T14:32:21Z,1,2020 discharge: European Aviation Safety Agency (EASA),abstention,46,756,142066_2022-05-04 14:32:21
142066,2022-05-04T14:32:21Z,1,2020 discharge: European Aviation Safety Agency (EASA),no_vote,-80,756,142066_2022-05-04 14:32:21
142070,2022-05-04T14:40:27Z,1,2020 discharge: Office of the Body of European Regulators for Electronic Communications (BEREC),yes,561,757,142070_2022-05-04 14:40:27
142070,2022-05-04T14:40:27Z,1,2020 discharge: Office of the Body of European Regulators for Electronic Communications (BEREC),no,71,757,142070_2022-05-04 14:40:27
142070,2022-05-04T14:40:27Z,1,2020 discharge: Office of the Body of European Regulators for Electronic Communications (BEREC),abstention,10,757,142070_2022-05-04 14:40:27
142070,2022-05-04T14:40:27Z,1,2020 discharge: Office of the Body of European Regulators for Electronic Communications (BEREC),no_vote,-63,757,142070_2022-05-04 14:40:27
142082,2022-05-03T15:18:15Z,1,Report on Artificial Intelligence in a Digital Age,yes,495,758,142082_2022-05-03 15:18:15
142082,2022-05-03T15:18:15Z,1,Report on Artificial Intelligence in a Digital Age,no,34,758,142082_2022-05-03 15:18:15
142082,2022-05-03T15:18:15Z,1,Report on Artificial Intelligence in a Digital Age,abstention,102,758,142082_2022-05-03 15:18:15
142082,2022-05-03T15:18:15Z,1,Report on Artificial Intelligence in a Digital Age,no_vote,-74,758,142082_2022-05-03 15:18:15
142087,2022-05-03T14:55:15Z,1,Toward a sustainable blue economy in the EU: the role of the fisheries and aquaculture sectors,yes,494,759,142087_2022-05-03 14:55:15
142087,2022-05-03T14:55:15Z,1,Toward a sustainable blue economy in the EU: the role of the fisheries and aquaculture sectors,no,66,759,142087_2022-05-03 14:55:15
142087,2022-05-03T14:55:15Z,1,Toward a sustainable blue economy in the EU: the role of the fisheries and aquaculture sectors,abstention,66,759,142087_2022-05-03 14:55:15
142087,2022-05-03T14:55:15Z,1,Toward a sustainable blue economy in the EU: the role of the fisheries and aquaculture sectors,no_vote,-79,759,142087_2022-05-03 14:55:15
142136,2022-05-04T14:15:03Z,1,2020 discharge: General budget of the EU - European Parliament,yes,533,760,142136_2022-05-04 14:15:03
142136,2022-05-04T14:15:03Z,1,2020 discharge: General budget of the EU - European Parliament,no,87,760,142136_2022-05-04 14:15:03
142136,2022-05-04T14:15:03Z,1,2020 discharge: General budget of the EU - European Parliament,abstention,14,760,142136_2022-05-04 14:15:03
142136,2022-05-04T14:15:03Z,1,2020 discharge: General budget of the EU - European Parliament,no_vote,-71,760,142136_2022-05-04 14:15:03
142140,2022-05-04T14:26:09Z,1,2020 discharge: General budget of the EU - European Data Protection Supervisor,yes,577,761,142140_2022-05-04 14:26:09
142140,2022-05-04T14:26:09Z,1,2020 discharge: General budget of the EU - European Data Protection Supervisor,no,17,761,142140_2022-05-04 14:26:09
142140,2022-05-04T14:26:09Z,1,2020 discharge: General budget of the EU - European Data Protection Supervisor,abstention,44,761,142140_2022-05-04 14:26:09
142140,2022-05-04T14:26:09Z,1,2020 discharge: General budget of the EU - European Data Protection Supervisor,no_vote,-67,761,142140_2022-05-04 14:26:09
142161,2022-05-04T14:21:54Z,1,2020 discharge: General budget of the EU - Court of Auditors,yes,361,762,142161_2022-05-04 14:21:54
142161,2022-05-04T14:21:54Z,1,2020 discharge: General budget of the EU - Court of Auditors,no,240,762,142161_2022-05-04 14:21:54
142161,2022-05-04T14:21:54Z,1,2020 discharge: General budget of the EU - Court of Auditors,abstention,46,762,142161_2022-05-04 14:21:54
142161,2022-05-04T14:21:54Z,1,2020 discharge: General budget of the EU - Court of Auditors,no_vote,-58,762,142161_2022-05-04 14:21:54
142172,2022-05-04T14:24:06Z,1,2020 discharge: General budget of the EU - European Economic and Social Committee,yes,541,763,142172_2022-05-04 14:24:06
142172,2022-05-04T14:24:06Z,1,2020 discharge: General budget of the EU - European Economic and Social Committee,no,39,763,142172_2022-05-04 14:24:06
142172,2022-05-04T14:24:06Z,1,2020 discharge: General budget of the EU - European Economic and Social Committee,abstention,62,763,142172_2022-05-04 14:24:06
142172,2022-05-04T14:24:06Z,1,2020 discharge: General budget of the EU - European Economic and Social Committee,no_vote,-63,763,142172_2022-05-04 14:24:06
142178,2022-05-03T14:50:47Z,1,Persistent organic pollutants,yes,506,764,142178_2022-05-03 14:50:47
142178,2022-05-03T14:50:47Z,1,Persistent organic pollutants,no,68,764,142178_2022-05-03 14:50:47
142178,2022-05-03T14:50:47Z,1,Persistent organic pollutants,abstention,49,764,142178_2022-05-03 14:50:47
142178,2022-05-03T14:50:47Z,1,Persistent organic pollutants,no_vote,-82,764,142178_2022-05-03 14:50:47
142183,2022-05-04T14:43:36Z,1,2020 discharge: Bio-Based Industries Joint Undertaking (BBI JU),yes,569,765,142183_2022-05-04 14:43:36
142183,2022-05-04T14:43:36Z,1,2020 discharge: Bio-Based Industries Joint Undertaking (BBI JU),no,67,765,142183_2022-05-04 14:43:36
142183,2022-05-04T14:43:36Z,1,2020 discharge: Bio-Based Industries Joint Undertaking (BBI JU),abstention,5,765,142183_2022-05-04 14:43:36
142183,2022-05-04T14:43:36Z,1,2020 discharge: Bio-Based Industries Joint Undertaking (BBI JU),no_vote,-64,765,142183_2022-05-04 14:43:36
142187,2022-05-04T14:43:07Z,1,2020 discharge: Joint Undertaking - Aeronautics and Environment (Clean Sky),yes,572,766,142187_2022-05-04 14:43:07
142187,2022-05-04T14:43:07Z,1,2020 discharge: Joint Undertaking - Aeronautics and Environment (Clean Sky),no,53,766,142187_2022-05-04 14:43:07
142187,2022-05-04T14:43:07Z,1,2020 discharge: Joint Undertaking - Aeronautics and Environment (Clean Sky),abstention,14,766,142187_2022-05-04 14:43:07
142187,2022-05-04T14:43:07Z,1,2020 discharge: Joint Undertaking - Aeronautics and Environment (Clean Sky),no_vote,-66,766,142187_2022-05-04 14:43:07
142191,2022-05-04T14:25:36Z,1,2020 discharge: General budget of the EU - European Ombudsman,yes,611,767,142191_2022-05-04 14:25:36
142191,2022-05-04T14:25:36Z,1,2020 discharge: General budget of the EU - European Ombudsman,no,8,767,142191_2022-05-04 14:25:36
142191,2022-05-04T14:25:36Z,1,2020 discharge: General budget of the EU - European Ombudsman,abstention,18,767,142191_2022-05-04 14:25:36
142191,2022-05-04T14:25:36Z,1,2020 discharge: General budget of the EU - European Ombudsman,no_vote,-68,767,142191_2022-05-04 14:25:36
142195,2022-05-04T14:28:27Z,1,2020 discharge: European Foundation for the Improvement of Living and Working Conditions (Eurofound),yes,544,768,142195_2022-05-04 14:28:27
142195,2022-05-04T14:28:27Z,1,2020 discharge: European Foundation for the Improvement of Living and Working Conditions (Eurofound),no,78,768,142195_2022-05-04 14:28:27
142195,2022-05-04T14:28:27Z,1,2020 discharge: European Foundation for the Improvement of Living and Working Conditions (Eurofound),abstention,8,768,142195_2022-05-04 14:28:27
142195,2022-05-04T14:28:27Z,1,2020 discharge: European Foundation for the Improvement of Living and Working Conditions (Eurofound),no_vote,-75,768,142195_2022-05-04 14:28:27
142202,2022-05-04T14:16:40Z,1,2020 discharge: General budget of the EU - European Council and Council,yes,584,769,142202_2022-05-04 14:16:40
142202,2022-05-04T14:16:40Z,1,2020 discharge: General budget of the EU - European Council and Council,no,37,769,142202_2022-05-04 14:16:40
142202,2022-05-04T14:16:40Z,1,2020 discharge: General budget of the EU - European Council and Council,abstention,22,769,142202_2022-05-04 14:16:40
142202,2022-05-04T14:16:40Z,1,2020 discharge: General budget of the EU - European Council and Council,no_vote,-62,769,142202_2022-05-04 14:16:40
142208,2022-05-04T14:30:54Z,1,2020 discharge: European Medicines Agency (EMA),yes,559,770,142208_2022-05-04 14:30:54
142208,2022-05-04T14:30:54Z,1,2020 discharge: European Medicines Agency (EMA),no,55,770,142208_2022-05-04 14:30:54
142208,2022-05-04T14:30:54Z,1,2020 discharge: European Medicines Agency (EMA),abstention,27,770,142208_2022-05-04 14:30:54
142208,2022-05-04T14:30:54Z,1,2020 discharge: European Medicines Agency (EMA),no_vote,-64,770,142208_2022-05-04 14:30:54
142213,2022-05-04T14:17:34Z,1,2020 discharge: General budget of the EU - Court of Justice,yes,573,771,142213_2022-05-04 14:17:34
142213,2022-05-04T14:17:34Z,1,2020 discharge: General budget of the EU - Court of Justice,no,45,771,142213_2022-05-04 14:17:34
142213,2022-05-04T14:17:34Z,1,2020 discharge: General budget of the EU - Court of Justice,abstention,19,771,142213_2022-05-04 14:17:34
142213,2022-05-04T14:17:34Z,1,2020 discharge: General budget of the EU - Court of Justice,no_vote,-68,771,142213_2022-05-04 14:17:34
142222,2022-05-04T14:41:36Z,1,2020 discharge: European Asylum Support Office (EASO),yes,503,772,142222_2022-05-04 14:41:36
142222,2022-05-04T14:41:36Z,1,2020 discharge: European Asylum Support Office (EASO),no,85,772,142222_2022-05-04 14:41:36
142222,2022-05-04T14:41:36Z,1,2020 discharge: European Asylum Support Office (EASO),abstention,53,772,142222_2022-05-04 14:41:36
142222,2022-05-04T14:41:36Z,1,2020 discharge: European Asylum Support Office (EASO),no_vote,-64,772,142222_2022-05-04 14:41:36
142230,2022-05-04T14:27:33Z,1,2020 discharge: General budget of the EU - European External Action Service,yes,545,773,142230_2022-05-04 14:27:33
142230,2022-05-04T14:27:33Z,1,2020 discharge: General budget of the EU - European External Action Service,no,84,773,142230_2022-05-04 14:27:33
142230,2022-05-04T14:27:33Z,1,2020 discharge: General budget of the EU - European External Action Service,abstention,12,773,142230_2022-05-04 14:27:33
142230,2022-05-04T14:27:33Z,1,2020 discharge: General budget of the EU - European External Action Service,no_vote,-64,773,142230_2022-05-04 14:27:33
142236,2022-05-04T14:25:07Z,1,2020 discharge: General budget of the EU - European Committee of the Regions,yes,557,774,142236_2022-05-04 14:25:07
142236,2022-05-04T14:25:07Z,1,2020 discharge: General budget of the EU - European Committee of the Regions,no,50,774,142236_2022-05-04 14:25:07
142236,2022-05-04T14:25:07Z,1,2020 discharge: General budget of the EU - European Committee of the Regions,abstention,26,774,142236_2022-05-04 14:25:07
142236,2022-05-04T14:25:07Z,1,2020 discharge: General budget of the EU - European Committee of the Regions,no_vote,-72,774,142236_2022-05-04 14:25:07
142241,2022-05-04T14:33:14Z,1,2020 discharge: European Centre for Disease Prevention and Control (ECDC),yes,564,775,142241_2022-05-04 14:33:14
142241,2022-05-04T14:33:14Z,1,2020 discharge: European Centre for Disease Prevention and Control (ECDC),no,75,775,142241_2022-05-04 14:33:14
142241,2022-05-04T14:33:14Z,1,2020 discharge: European Centre for Disease Prevention and Control (ECDC),abstention,2,775,142241_2022-05-04 14:33:14
142241,2022-05-04T14:33:14Z,1,2020 discharge: European Centre for Disease Prevention and Control (ECDC),no_vote,-64,775,142241_2022-05-04 14:33:14
142248,2022-05-05T12:11:39Z,1,Competition policy - annual report 2021,yes,436,776,142248_2022-05-05 12:11:39
142248,2022-05-05T12:11:39Z,1,Competition policy - annual report 2021,no,70,776,142248_2022-05-05 12:11:39
142248,2022-05-05T12:11:39Z,1,Competition policy - annual report 2021,abstention,95,776,142248_2022-05-05 12:11:39
142248,2022-05-05T12:11:39Z,1,Competition policy - annual report 2021,no_vote,-104,776,142248_2022-05-05 12:11:39
142252,2022-05-04T14:46:04Z,1,2020 discharge: European High Performance Computing Joint Undertaking (EuroHPC),yes,554,777,142252_2022-05-04 14:46:04
142252,2022-05-04T14:46:04Z,1,2020 discharge: European High Performance Computing Joint Undertaking (EuroHPC),no,18,777,142252_2022-05-04 14:46:04
142252,2022-05-04T14:46:04Z,1,2020 discharge: European High Performance Computing Joint Undertaking (EuroHPC),abstention,62,777,142252_2022-05-04 14:46:04
142252,2022-05-04T14:46:04Z,1,2020 discharge: European High Performance Computing Joint Undertaking (EuroHPC),no_vote,-71,777,142252_2022-05-04 14:46:04
142256,2022-05-04T14:40:46Z,1,2020 discharge: European Institute of Innovation and Technology (EIT),yes,570,778,142256_2022-05-04 14:40:46
142256,2022-05-04T14:40:46Z,1,2020 discharge: European Institute of Innovation and Technology (EIT),no,32,778,142256_2022-05-04 14:40:46
142256,2022-05-04T14:40:46Z,1,2020 discharge: European Institute of Innovation and Technology (EIT),abstention,31,778,142256_2022-05-04 14:40:46
142256,2022-05-04T14:40:46Z,1,2020 discharge: European Institute of Innovation and Technology (EIT),no_vote,-72,778,142256_2022-05-04 14:40:46
142261,2022-05-03T15:03:39Z,1,The persecution of minorities on the grounds of belief or religion,yes,496,779,142261_2022-05-03 15:03:39
142261,2022-05-03T15:03:39Z,1,The persecution of minorities on the grounds of belief or religion,no,28,779,142261_2022-05-03 15:03:39
142261,2022-05-03T15:03:39Z,1,The persecution of minorities on the grounds of belief or religion,abstention,113,779,142261_2022-05-03 15:03:39
142261,2022-05-03T15:03:39Z,1,The persecution of minorities on the grounds of belief or religion,no_vote,-68,779,142261_2022-05-03 15:03:39
142263,2022-05-04T13:45:37Z,1,"Strengthening Europol’s mandate: cooperation with private parties, processing of personal data, and support for research and innovation",yes,480,780,142263_2022-05-04 13:45:37
142263,2022-05-04T13:45:37Z,1,"Strengthening Europol’s mandate: cooperation with private parties, processing of personal data, and support for research and innovation",no,143,780,142263_2022-05-04 13:45:37
142263,2022-05-04T13:45:37Z,1,"Strengthening Europol’s mandate: cooperation with private parties, processing of personal data, and support for research and innovation",abstention,20,780,142263_2022-05-04 13:45:37
142263,2022-05-04T13:45:37Z,1,"Strengthening Europol’s mandate: cooperation with private parties, processing of personal data, and support for research and innovation",no_vote,-62,780,142263_2022-05-04 13:45:37
142267,2022-05-03T14:52:23Z,1,Schengen Information System (SIS): application of the provisions of the Schengen acquis in Cyprus,yes,403,781,142267_2022-05-03 14:52:23
142267,2022-05-03T14:52:23Z,1,Schengen Information System (SIS): application of the provisions of the Schengen acquis in Cyprus,no,58,781,142267_2022-05-03 14:52:23
142267,2022-05-03T14:52:23Z,1,Schengen Information System (SIS): application of the provisions of the Schengen acquis in Cyprus,abstention,69,781,142267_2022-05-03 14:52:23
142267,2022-05-03T14:52:23Z,1,Schengen Information System (SIS): application of the provisions of the Schengen acquis in Cyprus,no_vote,-175,781,142267_2022-05-03 14:52:23
142273,2022-05-04T14:37:49Z,1,2020 discharge: European Union Agency for Law Enforcement Cooperation (EUROPOL),yes,506,782,142273_2022-05-04 14:37:49
142273,2022-05-04T14:37:49Z,1,2020 discharge: European Union Agency for Law Enforcement Cooperation (EUROPOL),no,27,782,142273_2022-05-04 14:37:49
142273,2022-05-04T14:37:49Z,1,2020 discharge: European Union Agency for Law Enforcement Cooperation (EUROPOL),abstention,94,782,142273_2022-05-04 14:37:49
142273,2022-05-04T14:37:49Z,1,2020 discharge: European Union Agency for Law Enforcement Cooperation (EUROPOL),no_vote,-78,782,142273_2022-05-04 14:37:49
142277,2022-05-04T14:36:33Z,1,2020 discharge: European Chemicals Agency (ECHA),yes,552,783,142277_2022-05-04 14:36:33
142277,2022-05-04T14:36:33Z,1,2020 discharge: European Chemicals Agency (ECHA),no,68,783,142277_2022-05-04 14:36:33
142277,2022-05-04T14:36:33Z,1,2020 discharge: European Chemicals Agency (ECHA),abstention,18,783,142277_2022-05-04 14:36:33
142277,2022-05-04T14:36:33Z,1,2020 discharge: European Chemicals Agency (ECHA),no_vote,-67,783,142277_2022-05-04 14:36:33
142279,2022-05-03T14:51:53Z,1,Common system of value added tax (VAT): extension of the application period of the optional reverse charge mechanism in relation to supplies of certain goods and services susceptible to fraud and of the Quick Reaction Mechanism against VAT fraud,yes,605,784,142279_2022-05-03 14:51:53
142279,2022-05-03T14:51:53Z,1,Common system of value added tax (VAT): extension of the application period of the optional reverse charge mechanism in relation to supplies of certain goods and services susceptible to fraud and of the Quick Reaction Mechanism against VAT fraud,no,2,784,142279_2022-05-03 14:51:53
142279,2022-05-03T14:51:53Z,1,Common system of value added tax (VAT): extension of the application period of the optional reverse charge mechanism in relation to supplies of certain goods and services susceptible to fraud and of the Quick Reaction Mechanism against VAT fraud,abstention,27,784,142279_2022-05-03 14:51:53
142279,2022-05-03T14:51:53Z,1,Common system of value added tax (VAT): extension of the application period of the optional reverse charge mechanism in relation to supplies of certain goods and services susceptible to fraud and of the Quick Reaction Mechanism against VAT fraud,no_vote,-71,784,142279_2022-05-03 14:51:53
142322,2022-05-04T14:01:18Z,1,2020 discharge: General budget of the EU - European Commission,yes,451,785,142322_2022-05-04 14:01:18
142322,2022-05-04T14:01:18Z,1,2020 discharge: General budget of the EU - European Commission,no,175,785,142322_2022-05-04 14:01:18
142322,2022-05-04T14:01:18Z,1,2020 discharge: General budget of the EU - European Commission,abstention,17,785,142322_2022-05-04 14:01:18
142322,2022-05-04T14:01:18Z,1,2020 discharge: General budget of the EU - European Commission,no_vote,-62,785,142322_2022-05-04 14:01:18
142326,2022-05-04T14:47:02Z,1,"2020 discharge: General budget of the EU - 8th, 9th, 10th and 11th EDFs",yes,546,786,142326_2022-05-04 14:47:02
142326,2022-05-04T14:47:02Z,1,"2020 discharge: General budget of the EU - 8th, 9th, 10th and 11th EDFs",no,79,786,142326_2022-05-04 14:47:02
142326,2022-05-04T14:47:02Z,1,"2020 discharge: General budget of the EU - 8th, 9th, 10th and 11th EDFs",abstention,11,786,142326_2022-05-04 14:47:02
142326,2022-05-04T14:47:02Z,1,"2020 discharge: General budget of the EU - 8th, 9th, 10th and 11th EDFs",no_vote,-69,786,142326_2022-05-04 14:47:02
142356,2022-05-03T14:49:21Z,1,"Proposal for a Council Regulation on the election of the members of the European Parliament by direct universal suffrage, repealing Council Decision (76/787/ECSC, EEC, Euratom) and the Act concerning the election of the members of the European Parliament by direct universal suffrage annexed to that decision",yes,331,787,142356_2022-05-03 14:49:21
142356,2022-05-03T14:49:21Z,1,"Proposal for a Council Regulation on the election of the members of the European Parliament by direct universal suffrage, repealing Council Decision (76/787/ECSC, EEC, Euratom) and the Act concerning the election of the members of the European Parliament by direct universal suffrage annexed to that decision",no,257,787,142356_2022-05-03 14:49:21
142356,2022-05-03T14:49:21Z,1,"Proposal for a Council Regulation on the election of the members of the European Parliament by direct universal suffrage, repealing Council Decision (76/787/ECSC, EEC, Euratom) and the Act concerning the election of the members of the European Parliament by direct universal suffrage annexed to that decision",abstention,52,787,142356_2022-05-03 14:49:21
142356,2022-05-03T14:49:21Z,1,"Proposal for a Council Regulation on the election of the members of the European Parliament by direct universal suffrage, repealing Council Decision (76/787/ECSC, EEC, Euratom) and the Act concerning the election of the members of the European Parliament by direct universal suffrage annexed to that decision",no_vote,-65,787,142356_2022-05-03 14:49:21
142363,2022-05-04T14:38:37Z,1,2020 discharge: European Institute for Gender Equality (EIGE),yes,504,788,142363_2022-05-04 14:38:37
142363,2022-05-04T14:38:37Z,1,2020 discharge: European Institute for Gender Equality (EIGE),no,78,788,142363_2022-05-04 14:38:37
142363,2022-05-04T14:38:37Z,1,2020 discharge: European Institute for Gender Equality (EIGE),abstention,57,788,142363_2022-05-04 14:38:37
142363,2022-05-04T14:38:37Z,1,2020 discharge: European Institute for Gender Equality (EIGE),no_vote,-66,788,142363_2022-05-04 14:38:37
142372,2022-05-04T14:35:25Z,1,2020 discharge: European Border and Coast Guard Agency (FRONTEX),yes,492,789,142372_2022-05-04 14:35:25
142372,2022-05-04T14:35:25Z,1,2020 discharge: European Border and Coast Guard Agency (FRONTEX),no,145,789,142372_2022-05-04 14:35:25
142372,2022-05-04T14:35:25Z,1,2020 discharge: European Border and Coast Guard Agency (FRONTEX),abstention,8,789,142372_2022-05-04 14:35:25
142372,2022-05-04T14:35:25Z,1,2020 discharge: European Border and Coast Guard Agency (FRONTEX),no_vote,-60,789,142372_2022-05-04 14:35:25
142375,2022-05-04T14:48:02Z,1,"Discharge in respect of the implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control",yes,499,790,142375_2022-05-04 14:48:02
142375,2022-05-04T14:48:02Z,1,"Discharge in respect of the implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control",no,67,790,142375_2022-05-04 14:48:02
142375,2022-05-04T14:48:02Z,1,"Discharge in respect of the implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control",abstention,5,790,142375_2022-05-04 14:48:02
142375,2022-05-04T14:48:02Z,1,"Discharge in respect of the implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control",no_vote,-134,790,142375_2022-05-04 14:48:02
142784,2022-05-04T14:31:16Z,1,2020 discharge: European Union Agency for Criminal Justice Cooperation (Eurojust),yes,571,791,142784_2022-05-04 14:31:16
142784,2022-05-04T14:31:16Z,1,2020 discharge: European Union Agency for Criminal Justice Cooperation (Eurojust),no,26,791,142784_2022-05-04 14:31:16
142784,2022-05-04T14:31:16Z,1,2020 discharge: European Union Agency for Criminal Justice Cooperation (Eurojust),abstention,36,791,142784_2022-05-04 14:31:16
142784,2022-05-04T14:31:16Z,1,2020 discharge: European Union Agency for Criminal Justice Cooperation (Eurojust),no_vote,-72,791,142784_2022-05-04 14:31:16
142785,2022-05-04T14:31:37Z,1,2020 discharge: European Training Foundation (ETF),yes,550,792,142785_2022-05-04 14:31:37
142785,2022-05-04T14:31:37Z,1,2020 discharge: European Training Foundation (ETF),no,54,792,142785_2022-05-04 14:31:37
142785,2022-05-04T14:31:37Z,1,2020 discharge: European Training Foundation (ETF),abstention,33,792,142785_2022-05-04 14:31:37
142785,2022-05-04T14:31:37Z,1,2020 discharge: European Training Foundation (ETF),no_vote,-68,792,142785_2022-05-04 14:31:37
142786,2022-05-04T14:24:24Z,1,2020 discharge: General budget of the EU - European Committee of the Regions,yes,558,793,142786_2022-05-04 14:24:24
142786,2022-05-04T14:24:24Z,1,2020 discharge: General budget of the EU - European Committee of the Regions,no,42,793,142786_2022-05-04 14:24:24
142786,2022-05-04T14:24:24Z,1,2020 discharge: General budget of the EU - European Committee of the Regions,abstention,31,793,142786_2022-05-04 14:24:24
142786,2022-05-04T14:24:24Z,1,2020 discharge: General budget of the EU - European Committee of the Regions,no_vote,-74,793,142786_2022-05-04 14:24:24
142787,2022-05-04T14:17:59Z,1,2020 discharge: General budget of the EU - Court of Auditors,yes,291,794,142787_2022-05-04 14:17:59
142787,2022-05-04T14:17:59Z,1,2020 discharge: General budget of the EU - Court of Auditors,no,333,794,142787_2022-05-04 14:17:59
142787,2022-05-04T14:17:59Z,1,2020 discharge: General budget of the EU - Court of Auditors,abstention,8,794,142787_2022-05-04 14:17:59
142787,2022-05-04T14:17:59Z,1,2020 discharge: General budget of the EU - Court of Auditors,no_vote,-73,794,142787_2022-05-04 14:17:59
142804,2022-05-04T14:26:28Z,1,2020 discharge: General budget of the EU - European External Action Service,yes,555,795,142804_2022-05-04 14:26:28
142804,2022-05-04T14:26:28Z,1,2020 discharge: General budget of the EU - European External Action Service,no,83,795,142804_2022-05-04 14:26:28
142804,2022-05-04T14:26:28Z,1,2020 discharge: General budget of the EU - European External Action Service,abstention,6,795,142804_2022-05-04 14:26:28
142804,2022-05-04T14:26:28Z,1,2020 discharge: General budget of the EU - European External Action Service,no_vote,-61,795,142804_2022-05-04 14:26:28
142809,2022-05-04T14:16:57Z,1,2020 discharge: General budget of the EU - Court of Justice,yes,548,796,142809_2022-05-04 14:16:57
142809,2022-05-04T14:16:57Z,1,2020 discharge: General budget of the EU - Court of Justice,no,51,796,142809_2022-05-04 14:16:57
142809,2022-05-04T14:16:57Z,1,2020 discharge: General budget of the EU - Court of Justice,abstention,7,796,142809_2022-05-04 14:16:57
142809,2022-05-04T14:16:57Z,1,2020 discharge: General budget of the EU - Court of Justice,no_vote,-99,796,142809_2022-05-04 14:16:57
142810,2022-05-04T14:25:25Z,1,2020 discharge: General budget of the EU - European Ombudsman,yes,612,797,142810_2022-05-04 14:25:25
142810,2022-05-04T14:25:25Z,1,2020 discharge: General budget of the EU - European Ombudsman,no,4,797,142810_2022-05-04 14:25:25
142810,2022-05-04T14:25:25Z,1,2020 discharge: General budget of the EU - European Ombudsman,abstention,14,797,142810_2022-05-04 14:25:25
142810,2022-05-04T14:25:25Z,1,2020 discharge: General budget of the EU - European Ombudsman,no_vote,-75,797,142810_2022-05-04 14:25:25
142811,2022-05-04T14:25:57Z,1,2020 discharge: General budget of the EU - European Data Protection Supervisor,yes,589,798,142811_2022-05-04 14:25:57
142811,2022-05-04T14:25:57Z,1,2020 discharge: General budget of the EU - European Data Protection Supervisor,no,11,798,142811_2022-05-04 14:25:57
142811,2022-05-04T14:25:57Z,1,2020 discharge: General budget of the EU - European Data Protection Supervisor,abstention,42,798,142811_2022-05-04 14:25:57
142811,2022-05-04T14:25:57Z,1,2020 discharge: General budget of the EU - European Data Protection Supervisor,no_vote,-63,798,142811_2022-05-04 14:25:57
142820,2022-05-04T14:22:19Z,1,2020 discharge: General budget of the EU - European Economic and Social Committee,yes,429,799,142820_2022-05-04 14:22:19
142820,2022-05-04T14:22:19Z,1,2020 discharge: General budget of the EU - European Economic and Social Committee,no,158,799,142820_2022-05-04 14:22:19
142820,2022-05-04T14:22:19Z,1,2020 discharge: General budget of the EU - European Economic and Social Committee,abstention,46,799,142820_2022-05-04 14:22:19
142820,2022-05-04T14:22:19Z,1,2020 discharge: General budget of the EU - European Economic and Social Committee,no_vote,-72,799,142820_2022-05-04 14:22:19
142821,2022-05-04T14:15:25Z,1,2020 discharge: General budget of the EU - European Council and Council,yes,555,800,142821_2022-05-04 14:15:25
142821,2022-05-04T14:15:25Z,1,2020 discharge: General budget of the EU - European Council and Council,no,60,800,142821_2022-05-04 14:15:25
142821,2022-05-04T14:15:25Z,1,2020 discharge: General budget of the EU - European Council and Council,abstention,13,800,142821_2022-05-04 14:15:25
142821,2022-05-04T14:15:25Z,1,2020 discharge: General budget of the EU - European Council and Council,no_vote,-77,800,142821_2022-05-04 14:15:25
142904,2022-05-04T13:49:36Z,1,Regulation on distortive foreign subsidies,yes,627,801,142904_2022-05-04 13:49:36
142904,2022-05-04T13:49:36Z,1,Regulation on distortive foreign subsidies,no,8,801,142904_2022-05-04 13:49:36
142904,2022-05-04T13:49:36Z,1,Regulation on distortive foreign subsidies,abstention,11,801,142904_2022-05-04 13:49:36
142904,2022-05-04T13:49:36Z,1,Regulation on distortive foreign subsidies,no_vote,-59,801,142904_2022-05-04 13:49:36
143008,2022-05-05T12:07:05Z,1,Packaging and labelling of veterinary medicinal products:  transitional rules,yes,589,802,143008_2022-05-05 12:07:05
143008,2022-05-05T12:07:05Z,1,Packaging and labelling of veterinary medicinal products:  transitional rules,no,5,802,143008_2022-05-05 12:07:05
143008,2022-05-05T12:07:05Z,1,Packaging and labelling of veterinary medicinal products:  transitional rules,abstention,2,802,143008_2022-05-05 12:07:05
143008,2022-05-05T12:07:05Z,1,Packaging and labelling of veterinary medicinal products:  transitional rules,no_vote,-109,802,143008_2022-05-05 12:07:05
143026,2022-05-05T12:06:08Z,1,EU Digital COVID Certificate - third-country nationals,yes,441,803,143026_2022-05-05 12:06:08
